teamNumber,nameShort,location,latitude,longitude
2395,OKC 4-H Robotics - Ninja Munkees,"Oklahoma County 4-H, Oklahoma City, Oklahoma",35.5377266,-97.5103397
2398,Tech Walkers,"Sequoyah , Tahlequah, Oklahoma",35.914185,-94.96781027818092
2399,The Fighting Unicorns,"Hathaway Brown School, Shaker Heights, Ohio",41.48156625,-81.5416775277777
2403,Plasma Robotics,"Mesa, Arizona",33.4151005,-111.8314552
2404,TNT,"Altadena, California",34.1863161,-118.1352329
2405,Techno Trojans,"Fruitport , Fruitport, Michigan",43.13067,-86.154682
2408,Shrapnel Sergeants,"Hazelwood West , Hazelwood, Missouri",38.7813718,-90.4130847
2410,Blue Valley CAPS Metal Mustang Robotics,"Overland Park, Kansas",38.9742502,-94.6851702
2411,Rebel Alliance,"Alliance -Meek, Portland, Oregon",45.5589111,-122.62246372700515
2412,Robototes,"Sammamish , Bellevue, Washington",47.60804105,-122.1508037141554
2415,WiredCats,"Westminster School, Atlanta, Georgia",33.8426044,-84.4318731
2421,RTR Team Robotics,"Burke, Virginia",38.778416,-77.27496377315485
2423,The KwarQs,"Watertown , Watertown, Massachusetts",42.3643417,-71.1587609
2425,Hydra ,"Hillsborough , Tampa, Florida",28.0599999,-82.41383619025117
2429,La Canada Engineering Club,"La Canada , La Canada Flintridge, California",34.2247749,-118.1975208
2437,Lancer Robotics,"SACRED HEARTS ACADEMY, Honolulu, Hawaii",21.2859839,-157.8066954
2438,'Iobotics,"Iolani School, Honolulu, Hawaii",21.2851847,-157.82396087163966
2441,Spartechs,"Maryknoll , Honolulu, Hawaii",21.30113045,-157.83099690761688
2443,Blue Thunder,"Maui , Kahului, Hawaii",20.8910131,-156.4795550417764
2444,Kamehameha RoboWarriors,"Kamehameha-Kapalama, Honolulu, Hawaii",21.33966085,-157.85875757965903
2445,RoboKAP,"Kapolei , Kapolei, Hawaii",21.33436005,-158.06479150666996
2449,Out of Orbit Robotics,"Chandler, Arizona",33.3062031,-111.8411851
2450,Wind Chill,"Cretin Derham Hall, St. Paul, Minnesota",44.9254836,-93.1582023823636
2451,PWNAGE,"Saint Charles, Illinois",41.9139808,-88.3128183
2457,The Law,"Lawson , Lawson, Missouri",39.4148252,-94.17353487178512
2458,Team Chaos,"Gladstone, New Jersey",40.7202907,-74.6662746
2461,METAL-SKINS,"Capitol Hill , Oklahoma City, Oklahoma",35.42492,-97.51279991398738
2465,Kauaibots,"Lihue, Hawaii",21.9769622,-159.3687721
2468,Team Appreciate,"Westlake , Austin, Texas",30.333757,-97.798637
2470,Team BJORG,"Bloomington, Minnesota",44.8322405,-93.3204872
2471,Team Mean Machine,"Camas, Washington",45.5863014,-122.403277
2472,Centurions,"Centennial , Circle Pines, Minnesota",45.1438238,-93.1555143
2473,Goldstrikers,"Cupertino , Cupertino, California",37.3193238,-122.0091144050768
2477,Marauder Rascals,"Waipahu , Waipahu, Hawaii",21.3865888,-157.90549912605388
2478,Westwood Robotics,"Westwood , Mesa, Arizona",33.3742665,-111.8521981
2480,Roosevelt Robotics,"Roosevelt , Minneapolis, Minnesota",44.92905255,-93.23084230223172
2481,Roboteers,"Tremont , Tremont, Illinois",40.52860025,-89.48980714809508
2485,W.A.R. Lords,"Francis Parker, San Diego, California",32.77102425,-117.17769722902491
2486,CocoNuts,"Coconino , Flagstaff, Arizona",35.1834428,-111.65500037883244
2487,Mechanical Animals,"Sayville , West Sayville, New York",40.7434224,-73.10301109856519
2489,The Insomniacs,"Fremont, California",37.5482697,-121.988571
2491,NoMythic,"Saint Paul, Minnesota",44.9497487,-93.0931028
2495,Hive Mind,"Hamilton -West, Hamilton, New Jersey",40.19826185,-74.72143252113591
2496,Tru Blu Patriots,"Irvine, California",33.6856969,-117.8259819
2498,BearBotics,"Minneapolis, Minnesota",44.9772995,-93.2654692
2499,Industrial Revolution,"Hibbing , Hibbing, Minnesota",47.4221372,-92.9206686339292
2500,Herobotics,"Henry , Minneapolis, Minnesota",45.03441525,-93.305347625
2501,Bionic Polars,"North , North St. Paul, Minnesota",45.01490515,-92.99827099393178
2502,Talon Robotics,"Eden Prairie , Eden Prairie, Minnesota",44.8691301,-93.4848738
2503,Warrior Robotics,"Brainerd, Minnesota",46.3580221,-94.2008288
2504,The Governors,"Honolulu, Hawaii",21.304547,-157.855676
2506,Saber Robotics,"Franklin , Franklin, Wisconsin",42.8681209,-87.97844555908989
2508,Armada,"Stillwater Area , Stillwater, Minnesota",45.02993875,-92.84772920122352
2509,Tigerbots,"Hutchinson , Hutchinson , Minnesota",44.85893955,-94.38033308155684
2511,Cougars,"Lakeville South , Lakeville, Minnesota",44.6426847,-93.27323917357604
2512,Duluth East Daredevils,"Duluth East , Duluth, Minnesota",46.79901185,-92.0806420841949
2513,T.E.R.T.O.L.A.,"Edison , Minneapolis, Minnesota",45.0094009,-93.25268196138944
2515,Marshall Robotics and Engineering,"Marshall , Marshall, Minnesota",44.45744485,-95.75923679578392
2518,Spartan Robotics,"Simley , Inver Grove Heights, Minnesota",44.83338015,-93.04183836245372
2521,SERT,"South Eugene , Eugene, Oregon",44.03773775,-123.085189057952
2522,Royal Robotics,"Bothell, Washington",47.7598697,-122.2068288
2523,Tech Storm,"St Johnsbury Academy, Saint Johnsbury, Vermont",44.41440495,-72.02044146744649
2525,The pHalcons,"Plymouth, Minnesota",45.0065149,-93.46651
2526,Crimson Robotics,"Osseo, Minnesota",45.1193908,-93.4024558
2530,Inconceivable,"Rochester, Minnesota",44.0234387,-92.4630182
2531,RoboHawks,"Chaska , Chaska, Minnesota",44.8085679,-93.584181
2532,FLASH Power,"Forest Lake Senior , Forest Lake, Minnesota",45.271318,-92.98811432616134
2534,Lumberjack Robotics,"Baltimore , Maryland",39.2908816,-76.610759
2537,Space RAIDers,"Atholton , Columbia, Maryland",39.1896909,-76.88123536859692
2538,The Plaid Pillagers,"Morris Area , Morris, Minnesota",45.58223185,-95.8999589316864
2539,Krypton Cougars,"Palmyra, Pennsylvania",40.3088578,-76.5932369
2543,TitanBot,"Eastlake , Chula Vista, California",32.6597767,-116.9789141
2544,HCRC,"Harborcreek, Pennsylvania",42.1663637,-79.9526796
2549,Millerbots,"Washburn , Minneapolis, Minnesota",44.9133631,-93.2817111389089
2550,Skynet,"Oregon City, Oregon",45.3573429,-122.6067583
2551,Penguin Empire,"San Marin , Novato, California",38.1235983,-122.5917654
2554,The WarHawks,"Edison, New Jersey",40.518157,-74.4113926
2556,RadioActive Roaches,"Niceville , Niceville, Florida",30.52137695,-86.5052816239881
2557,SOTAbots ,"Tacoma, Washington",47.2495798,-122.439874
2559,Normality Zero,"Harrisburg, Pennsylvania",40.2663107,-76.8861122
2560,RoboDog,"Grandview, Missouri",38.8898478,-94.5313816
2574,RoboHuskie,"St. Anthony, Minnesota",45.0283001,-93.2187368
2577,Pingry Robotics,"The Pingry School, Basking Ridge, New Jersey",40.6201242,-74.56772169043967
2579,LIC Robodogs,"Long Island City , Astoria, New York",40.76538245,-73.93303186837682
2582,PantherBots,"Lufkin , Lufkin, Texas",31.3439704,-94.7395974
2583,RoboWarriors,"Westwood , Austin, Texas",30.4569442,-97.7982184269091
2584,Flame of The West,"Calabasas, California",34.1446643,-118.644097
2585,Impact,"Bellaire , Bellaire, Texas",29.7029431,-95.46912515042862
2586,Copper Bots,"Calumet , Calumet, Michigan",47.246592,-88.454006
2587,DiscoBots,"Houston, Texas",29.7589382,-95.3676974
2590,Nemesis,"Robbinsville , Robbinsville, New Jersey",40.218974,-74.6276275
2591,RedTails,"Detroit, Michigan",42.3315509,-83.0466403
2594,Naskcorpions,"Nampa, Idaho",43.5737361,-116.559631
2600,Team Falcon,"Oak Ridge, New Jersey",41.0462085,-74.4859898
2601,Steel Hawks,"Flushing, New York",40.7654301,-73.8174291
2603,Steel Stingers,"Highland , Medina, Ohio",41.149392,-81.869061
2604,Metal and Soul,"Capac , Capac, Michigan",43.0176194,-82.93432990130049
2605,Seamonsters ,"Bellingham School District, Bellingham, Washington",48.7537393,-122.4661200909365
2606,Irish Robotics,"Rosemount , Rosemount, Minnesota",44.7446881,-93.1324077
2607,The Fighting RoboVikings,"Archbishop Wood , Warminster , Pennsylvania",40.2090211,-75.0990658
2611,Jacktown Vectors,"Jackson Area Career Center, Jackson, Michigan",42.1653238,-84.41075464300675
2612,The Corsairs,"Waterford Mott , Waterford, Michigan",42.6571819,-83.34914549375534
2613,Protobots,"Van Horn, Texas",31.0429718,-104.831628
2614,Mountaineer Area RoboticS (MARS),"Morgantown, West Virginia",39.6296809,-79.9559437
2619,The Charge,"Herbert Henry Dow , Midland, Michigan",43.638151,-84.27594260214913
2620,Titans,"Thomas J Anderson , Southgate, Michigan",42.19037525,-83.2123642672654
2632,SteeleBots,"Steele , Amherst, Ohio",41.4030992,-82.2223774
2635,Lake Monsters,"Lakeridge  & Lake Oswego , Lake Oswego, Oregon",45.39763345,-122.6942682195446
2637,Phantom Catz,"Rolling Hills Estates, California",33.7877943,-118.3581284
2638,Rebel Robotics,"Great Neck South , Great Neck, New York",40.7644444,-73.7036111
2640,HOTBOTZ,"Wentworth, North Carolina",36.4001371,-79.7744792
2641,PCCR,"Central Catholic , Pittsburgh, Pennsylvania",40.4461375,-79.94591461917813
2642,Pitt Pirates,"Greenville, North Carolina",35.613224,-77.3724593
2643,Dark Matter,"Santa Teresa , San Jose, California",37.2363413,-121.789321
2647,Cyborg Mustangs,"North , Phoenix, Arizona",33.6597612,-112.1465424
2648,Infinite Loop,"Messalonskee , Oakland, Maine",44.5736012,-69.6803056
2654,Polar Rams,"Roseau, Minnesota",48.7710371,-95.7697882
2655,The Flying Platypi,"Greensboro, North Carolina",36.0726355,-79.7919754
2656,Quasics,"Gateway , Monroeville, Pennsylvania",40.4315097,-79.75485317653293
2657,Team Thundercats,"Deming , Deming, New Mexico",32.2719247,-107.7543192
2658,Σ-Motion,"Rancho Bernardo , San Diego, California",33.0186103,-117.0610495
2659,RoboWarriors,"Bishop Alemany , Mission Hills, California",34.274459199999995,-118.45959335373831
2662,RoboKrew,"Tolleson, Arizona",33.4500497,-112.259309
2667,Knights of the Valley,"Apple Valley , Apple Valley, Minnesota",44.73189305,-93.24319596979169
2673,Tenacious Technicians,"Cass Technical , Detroit, Michigan",42.3385621,-83.06104006681142
2676,Ecorse Robo Raiders,"Ecorse Community , Ecorse, Michigan",42.251625450000006,-83.14876829715975
2682,Boneyard Robotics 2682,"Farmville, North Carolina",35.5954381,-77.5852496
2687,Team Apprentice,"Westlake , Austin, Texas",30.333757,-97.798637
2704,Roaring Robotics,"Downers Grove, Illinois",41.7936822,-88.0102281
2707,Real  Steel Vikes,"Normandy , Saint Louis, Missouri",38.7208842,-90.2973359
2710,JetStream,"Rancho Palos Verdes, California",33.7483311,-118.3707683
2712,Power Surge 4-H Robotics,"4-H, Woodbury, Connecticut",41.5281406,-72.6106243
2713,iRaiders,"Melrose , Melrose, Massachusetts",42.4475629,-71.0762683
2714,♨️ BBQ ♨️,"Dallas, Texas",32.7762719,-96.7968559
2716,Ranger Force,"Spencerport , Spencerport, New York",43.19068425,-77.79870114203618
2723,Team Rocket,"Oklahoma City, Oklahoma",35.4729886,-97.5170536
2725,Ice Princesses,"Chicago, Illinois",41.8755616,-87.6244212
2729,Storm Robotics Team,"Marlton, New Jersey",39.9005585,-74.93389105589023
2733,Pigmice,"Portland, Oregon",45.5202471,-122.674194
2767,Stryke Force,"Kalamazoo County 4-h, Kalamazoo, Michigan",42.291707,-85.5872286
2771,Code Red Robotics the Stray Dogs,"Grandville, Michigan",42.909598,-85.7630956
2773,IronDogz,"Edmond Memorial , Edmond, Oklahoma",35.6370936,-97.46878515
2783,Engineers of Tomorrow ,"La Grange, Kentucky",38.4075527,-85.3788246
2785,Prometheus,"Kent School, Kent, Connecticut",41.72734025,-73.48653330890248
2789,TEXPLOSION,"Manor, Texas",30.3420882,-97.555905
2791,Shaker Robotics,"Shaker , Latham, New York",42.7360599,-73.74883539530168
2795,Ohm's Claw,"Broken Arrow, Oklahoma",36.0525993,-95.7908195
2797,Knight & Nerdy,"East Ridge , Clermont, Florida",28.5389412,-81.71946783938708
2805,Ghost in the Machine,"Waxahachie Global  & Waxahachie , Waxahachie, Texas",32.4108721,-96.83765385387554
2811,StormBots,"Skyview , Vancouver, Washington",45.7235545,-122.68480915305848
2813,Gear Heads,"Prospect , Saratoga, California",37.2912533,-121.99984417752292
2815,Blue Devil Mechanics,"Dreher , Columbia, South Carolina",33.9825113,-81.09632026954273
2819,Team Dynamite,"Oxon Hill , Oxon Hill, Maryland",38.7848249,-76.9694015528087
2823,The Automatons,"Saint Paul, Minnesota",44.9497487,-93.0931028
2825,Roc Robotics,"Saint Paul, Minnesota",44.9497487,-93.0931028
2826,Wave Robotics,"Oshkosh, Wisconsin",44.0206919,-88.5408574
2827,Crown City Robotics,"Coronado , Coronado, California",32.6255362,-117.1377057
2830,Riverside RoboTigers,"Milwaukee, Wisconsin",43.0349931,-87.922497
2832,The Livonia  Warriors,"Livonia, Michigan",42.36837,-83.3527097
2834,Bionic Black Hawks,"Bloomfield Hills , Bloomfield Hills, Michigan",42.59260495,-83.23672403857307
2836,Team Beta,"Nonnewaug , Woodbury, Connecticut",41.55933895,-73.1927563614791
2839,Daedalus,"Escondido Charter , Escondido, California",33.13760755,-117.05493483603668
2840,PCDS Blue Tide,"Phoenix Country Day School, Paradise Valley, Arizona",33.5150512,-111.99752303631846
2846,FireBears,"Saint Paul, Minnesota",44.9497487,-93.0931028
2847,The MegaHertz,"Fairmont , Fairmont, Minnesota",43.6680108,-94.4433048
2848,Rangers,"Dallas, Texas",32.7762719,-96.7968559
2849,Ursa Major,"Hammond , Columbia, Maryland",39.1670556,-76.85917976559631
2851,Crevolution,"Sterling Heights, Michigan",42.5803122,-83.0302033
2853,Hot Spot Robotics,"Mililani , Mililani, Hawaii",21.4461798,-158.01503287317823
2854,The Prototypes,"Evergreen Valley , San Jose, California",37.3011208,-121.76373349208149
2856,Planetary Drive,"Lexington, Kentucky",38.0464066,-84.4970393
2861,Infinity's End,"Lake City, Minnesota",44.4478474,-92.2678663
2867,ElkLogics,"Elkhart, Indiana",41.6012796,-85.8590603
2869,Regal Eagles,"Bethpage , Bethpage, New York",40.7432812,-73.4838143
2872,CyberCats,"Wheatley School, Old Westbury, New York",40.7623199,-73.6157411
2875,CyberHawks,"Cold Spring Harbor Jr Sr HS, Cold Spring Harbor, New York",40.864214,-73.45457477287766
2876,Devilbotz,"Burlington , Burlington, Massachusetts",42.4980618,-71.19816436098112
2877,LigerBots,"Newton, Massachusetts",42.3370414,-71.2092214
2879,Oriole Robotics,"Saint Louis Park, Minnesota",44.9475726,-93.3569023
2881,Lady Cans,"Austin, Texas",30.2711286,-97.7436995
2882,Nuts n' Boltz,"Morton Ranch , Katy, Texas",29.816897,-95.8089931
2883,F.R.E.D (Fighting Rednecks Engineering and Design),"Warroad , Warroad, Minnesota",48.9034308,-95.3073895
2890,The Hawk Collective,"Hickory , Chesapeake, Virginia",36.6320951,-76.2079919
2895,Blazenbots,"Far Rockaway, New York",40.6053825,-73.7551326
2896,MechaMonarchs,"Honolulu, Hawaii",21.304547,-157.855676
2898,Flying Hedgehogs,"Beaverton, Oregon",45.4871723,-122.80378
2900,The Mighty Penguins,"Washington, District of Columbia",38.8950368,-77.0365427
2903,NeoBots,"Arlington , Arlington, Washington",38.8857686,-77.0955536
2906,Sentinel Prime Robotics,"Spanaway Lake , Spanaway, Washington",47.11117765,-122.44884597057604
2907,Lion Robotics,"Auburn, Washington",47.3075369,-122.2301808
2909,Zebra Bots,"Rochester, Indiana",41.0648846,-86.2159959
2910,Jack in the Bot,"Henry M. Jackson , Mill Creek, Washington",47.87355045,-122.209648650791
2912,Panther Robotics,"Washington, District of Columbia",38.8950368,-77.0365427
2914,TIGER PRIDE ,"Washington, District of Columbia",38.8950368,-77.0365427
2915,Pandamonium,"Riverdale , Portland, Oregon",45.454355750000005,-122.68495395124616
2926,Robo Sparks,"Wapato, Washington",46.4476278,-120.420338
2927,GKHS Pi Rho Techs,"Graham-Kapowsin , Graham, Washington",47.05870165,-122.28678386415557
2928,Viking Robotics,"Ballard , Seattle, Washington",47.6765073,-122.3862233
2929,JAGBOTS,"Emerald Ridge , Puyallup, Washington",47.089844,-122.26253605995564
2930,Sonic Squirrels,"Snohomish, Washington",48.0074736,-121.7304882
2944,Titanium Tigers,"Lewis & Clark , Spokane, Washington",47.6514212,-117.41887988456332
2945,Steel Mustangs,"Manitou Springs , Manitou Springs, Colorado",38.8560421,-104.931312
2950,Devastators,"Waco, Texas",31.549333,-97.1466695
2957,Knights,"Alden-Conger School, Alden, Minnesota",43.67250125,-93.57427080757526
2959,Robotarians,"Coloma, Michigan",42.1861494,-86.308356
2960,Automation Nation,"Birmingham, Michigan",42.5467012,-83.2113192
2961,Crimson Tide Engineers,"Dunbar , Washington, District of Columbia",38.90791215,-77.01390123660514
2966,Tiger Tech,"Valley View , Pharr, Texas",26.1084059,-98.21704304089728
2969,Aftermath,"Sam Houston , San Antonio, Texas",29.4623452,-98.43205583385978
2972,RC Dawson,"Lafayette, Colorado",39.9935959,-105.0897058
2973,Mad Rockers,"Madison, Alabama",34.7736807,-86.5675095
2974,Walton Robotics,"Walton , Marietta, Georgia",33.989684,-84.43999108279013
2976,Spartabots,"Skyline , Sammamish, Washington",47.59993505,-122.03247053758189
2977,Sir Lancer Bots,"La Crescent, Minnesota",43.8280216,-91.3040274
2978,Cavaliers,"Bishop Dubourg , Saint Louis, Missouri",38.58086695,-90.2957538525462
2980,The Whidbey Island Wild Cats,"Oak Harbor , Oak Harbor, Washington",48.2773042,-122.65377493530606
2984,Vikings Robotics,"La Jolla Senior , La Jolla, California",32.834051,-117.27295084658113
2986,ASTEC NASA Explorers,"Oklahoma City, Oklahoma",35.4729886,-97.5170536
2987,Rogue Robotics,"Farmington , Farmington, Minnesota",44.66328575,-93.16377378815858
2988,RoboGenesis,"Clarke Co , Berryville, Virginia",39.146983,-77.977818
2989,Star Tech,"Academy of Holy Angels, Richfield, Minnesota",44.8819982,-93.28070099877044
2990,Hotwire,"Turner, Oregon",44.8431766,-122.9528708
2992,The S.S. Prometheus,"Mandeville , Mandeville, Louisiana",30.38143115,-90.10152676465134
2993,InTech MegaBots,"Intech Collegiate , Logan, Utah",41.7644503,-111.8213707
2996,Cougars Gone Wired,"Coronado , Colorado Springs, Colorado",38.8729722,-104.85729423648834
2998,VikingBots,"Thomas Jefferson , Richmond, Virginia",37.5722085,-77.48568337129325
3003,TAN(X),"Canandaigua Academy, Canandaigua, New York",42.9087892,-77.2745315
3004,Bronx Knights,"Bronx, New York",40.8466508,-73.8785937
3005,RoboChargers,"Emmett J Conrad , Dallas, Texas",32.8763542,-96.75192719885766
3006,Red Rock Robotics,"West , Salt Lake City, Utah",40.75156385,-111.99510394966526
3007,Robotitans,"Tartan , Oakdale, Minnesota",44.9603815,-92.97192913351674
3008,Team Magma,"Kalani , Honolulu, Hawaii",21.27922325,-157.77382189131
3009,High Scalers,"Boulder City , Boulder City, Nevada",35.83394965,-114.98189609884938
3015,Ranger Robotics,"Spencerport , Spencerport, New York",43.19068425,-77.79870114203618
3017,Patriots,"Francis Lewis , Fresh Meadows, New York",40.74189935,-73.77584739013756
3018,Nordic Storm,"Saint Peter, Minnesota",44.3238384,-93.9585295
3019,Firebirds,"Chaparral , Scottsdale, Arizona",33.576093,-111.93260033083672
3021,The  Agency,"Escondido, California",33.1216751,-117.0814849
3023,STARK Industries,"Elk River, Minnesota",45.3038538,-93.5671825
3024,My Favorite Team,"Ashland , Ashland, Oregon",40.773957,-82.365983
3026,Orange Crush Robotics,"Delano, Minnesota",45.0419073,-93.7891331
3029,T-STEM Titans,"Pharr, Texas",26.1947962,-98.1836216
3035,Droid Rage,"Corpus Christi, Texas",27.7635302,-97.4033191
3037,LOBOTS,"Longview , Longview, Texas",32.4941317,-94.7277716
3038,ICE,"North Branch, Minnesota",45.5113515,-92.9802176
3039,Wildcat Robotics,"Destrehan , Destrehan, Louisiana",29.9517472,-90.3620513
3042,Cobalt Catalysts,"Eastview , Apple Valley, Minnesota",44.7446767,-93.1920037213666
3043,Da Vinci Dragons & Cathedral HS ,"El Paso, Texas",31.7550511,-106.4882345
3044,Team 0xBE4,"Ballston Spa , Ballston Spa, New York",42.9959398,-73.85685248452825
3045,The Gear Gremlins,"San Mateo, California",37.496904,-122.3330573
3049,BremerTron,"Bremerton , Bremerton, Washington",47.5612953,-122.62247
3053,VB Stingers,"Queens Village, New York",40.7267692,-73.7415208
3054,IceStorm,"Grand Marais, Minnesota",47.750467,-90.334675
3055,Furious George,"Austin , Austin, Minnesota",43.67183545,-92.937872110659
3058,AnnDroids,"Annandale, Minnesota",45.2627428,-94.1244271
3061,Huskie Robotics,"Naperville North , Naperville, Illinois",41.7797572,-88.14785
3062,Spartan Robotics,"St. Joseph , Natrona Heights, Pennsylvania",40.6197353,-79.7264862
3067,Robovikes,"Geneva , Geneva, Illinois",41.8875281,-88.3053525
3070,Team Pronto,"Shorewood , Seattle, Washington",47.51291525,-122.36183934641296
3072,Backwoods Bots,"Wytheville, Virginia",36.9479966,-81.0869747
3082,Chicken Bot Pie,"Minnetonka , Minnetonka, Minnesota",44.9702345,-93.4432253
3090,Ramhawks,"Winona Senior , Winona, Minnesota",44.04619165,-91.66258437618816
3091,100 Scholars,"Atlanta, Georgia",33.7489924,-84.3902644
3096,The Village Bulldogs,"East English Village Preparatory Academy, Detroit, Michigan",42.40894565,-82.92896900508296
3098,The Captains,"Kettering , Waterford, Michigan",42.68018355,-83.39372586257059
3100,Lightning Turtles,"Henry Sibley , Mendota Heights, Minnesota",44.8874306,-93.10853638346988
3102,Tech-No-Tigers,"Nevis, Minnesota",46.9651482,-94.8395533
3103,Iron Plaid,"Houston, Texas",29.7589382,-95.3676974
3104,The Cyber Rams,"Stamford, Connecticut",41.0534302,-73.5387341
3110,SeaBots,"Rickover Naval Academy, Chicago, Illinois",41.9577283,-87.77082970633822
3120,RoboKnights,"Notre Dame , Sherman Oaks, California",34.158283350000005,-118.4290355748284
3122,The Alluminators,"New Ulm, Minnesota",44.3140261,-94.4614177
3128,Aluminum Narwhals,"Canyon Crest Academy, San Diego, California",32.957154450000004,-117.18929007567056
3130,The ERRORs,"East Ridge , Woodbury, Minnesota",44.8861579,-92.93147034988291
3131,Gladiators,"Gladstone , Gladstone, Oregon",45.3863455,-122.59800120648106
3134,The Accelerators ,"Cass Lake-Bena , Cass Lake, Minnesota",47.3818597,-94.60372552120398
3136,Official Robotics Constructors of Ashland,"Patrick Henry , Ashland, Virginia",37.758835,-77.463056
3137,T-Birds ,"Bohemia, New York",40.7694091,-73.1148664
3138,Innovators Robotics,"Dayton, Ohio",39.7589478,-84.1916069
3139,Omega,"Oxford , Oxford, Alabama",33.6100022,-85.7820781
3140,Flagship,"Farragut , Knoxville, Tennessee",35.9972652,-83.839559
3142,Aperture,"Newton , Newton, New Jersey",41.0570442,-74.75402289384988
3145,TeraViks,"Coeur D Alene, Idaho",47.6742994,-116.7811531
3146,GRANBY GRUNTS,"Granby Memorial , Granby, Connecticut",41.9598186,-72.7920405
3147,Munster Horsepower,"Munster , Munster, Indiana",41.553853,-87.50300998581892
3151,Cyberstorm,"Sewell, New Jersey",39.7665029,-75.1443435
3152,KTC-Monsters,"Kiamichi Technology Center-Idabel, Idabel, Oklahoma",33.9220063,-94.77490239223756
3157,Iron Lancers,"Eastridge , Rochester, New York",43.20562805,-77.55370165529155
3160,F. R. O. G. - FIRST Robotics Organization of Grove,"Grove, Oklahoma",36.5898616,-94.7685084
3163,ROARBOTS,"Henryetta, Oklahoma",35.4396625,-95.9865145
3164,Stealth Tigers,"Jesuit , Tampa, Florida",27.986926500000003,-82.50050262467974
3171,HURRICANES,"Westhampton Beach , Westhampton Beach, New York",40.83019755,-72.65096769702046
3172,HorsePOWER,"Salina  Central, Salina, Kansas",38.825257050000005,-97.60104714638844
3173,IgKnighters,"Rochester, New York",43.157285,-77.615214
3175,Knight Vision,"University Liggett School, Grosse Pointe Woods, Michigan",42.4504608,-82.88504981943346
3176,Purple Precision,"Brownsburg , Brownsburg, Indiana",39.8297659,-86.3880508
3179,The A.N.T.,"Adair , Adair, Oklahoma",36.4358474,-95.27321726505792
3180,MECHAlosaurs,"Indian Creek , Trafalgar, Indiana",39.4075097,-86.1621552
3181,Pittsford Panthers,"Pittsford, New York",43.090959,-77.515298
3182,Athena's Warriors,"Hartford, Connecticut",41.7688459,-72.6816303
3184,Blaze Robotics,"Burnsville, Minnesota",44.7670567,-93.2773887
3187,Arcadia Titan Robotics,"Arcadia , Phoenix, Arizona",33.4995258,-111.95811929829402
3189,Circuit Breakers,"Placerville, California",38.7296252,-120.798546
3193,Falco Tech,"Fitch , Austintown, Ohio",41.103513,-80.771963
3196,Team SPORK,"Pine Lake Preparatory School, Mooresville, North Carolina",35.53581925,-80.84423555543606
3197,HexHounds,"Cedarburg , Cedarburg, Wisconsin",43.3016045,-87.9884909
3200,Raptacon,"Centennial, Colorado",39.579155,-104.8769227
3201,Ross Rambotics,"Ross , Hamilton, Ohio",39.28462775,-84.46285868035795
3202,KnightBots,"Harding Senior , St. Paul, Minnesota",44.95936275,-93.03554356509636
3204,Steampunk Penguins,"Jamaica Estates, New York",40.71334555,-73.78251095420785
3205,Patriots,"Concord, Massachusetts",42.4605189,-71.3488963
3206,Royal T-Wrecks,"Woodbury , Woodbury , Minnesota",44.9197889,-92.9034975
3212,YME Stingbots,"Granite Falls, Minnesota",44.8099575,-95.5455752
3216,Missoula Robotics Team (MRT),"Missoula, Montana",46.8701049,-113.995267
3218,Panther Robotics,"Bonney Lake high school, Bonney Lake, Washington",47.15905505,-122.16976612298572
3219,"TREAD (Trojan Robotics, Engineering, And Design)","Auburn , Auburn, Washington",47.30642905,-122.23231988744084
3223,Robotics Of Central Kitsap,"Silverdale, Washington",47.6594091,-122.6766317
3225,Wolverine Robotics,"Hunter , West Valley City, Utah",40.6968906,-112.0213286
3229,Hawktimus Prime,"Holly Springs, North Carolina",35.6512655,-78.8336218
3230,PrototypeX,"Salt Lake City, Utah",40.7596198,-111.886797
3234,Red Arrows,"Lowell , Lowell, Michigan",42.934238,-85.33836
3237,Event Horizon,"Bethel , Spanaway, Washington",47.0942142,-122.42447679387595
3238,Cyborg Ferrets,"Anacortes , Anacortes, Washington",48.5073747,-122.6774999
3239,Birds of Prey,"Layton, Utah",41.0751048,-111.9741925
3240,Team Orion,"John Jay , San Antonio, Texas",29.4195889,-98.640183184852
3242,ILLUMICATS,"Forest , Ocala, Florida",29.1877542,-82.1331475
3243,Amperes,"Salt Lake City, Utah",40.7596198,-111.886797
3244,Granite City Gear Heads,"Saint Cloud, Minnesota",45.5616075,-94.1642004
3245,Ravens,"Sandy, Utah",40.5710454,-111.8953815
3247,Robopack,"Shawnee , Shawnee, Oklahoma",35.3474452,-97.0677129
3250,Kennedy Robotics,"John F Kennedy , Sacramento, California",38.5028397,-121.53438969791152
3255,Super NURDs,"San Pasqual , Escondido, California",33.098118549999995,-116.99653633924795
3256,WarriorBorgs,"Valley Christian , San Jose, California",37.2763185,-121.8267102
3257,Vortechs,"4-H, Roseville, California",33.7338137,-117.7715911
3258,MADAWGS,"Martinsville , Martinsville, Virginia",36.6289476,-79.87832919787651
3260,SHARP,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
3266,Robots-R-Us,"Eaton, Ohio",39.7439398,-84.6364891
3267,Mariner Robotics,"William Kelley , Silver Bay, Minnesota",47.29105635,-91.27589074094443
3268,Vahallabots,"Kenmore, Washington",47.7573202,-122.2440148
3274,Rocktown Robotics,"Harrisonburg, Virginia",38.4493315,-78.8688833
